ds_path,seed,bootstrap,max_features,min_samples_leaf,min_samples_split,n_estimators,random_state,Fraud_True_Sum,Truth_False_Sum,Fraud_False_Sum,F1_W,AUC_ROC_W
/work/data/creditcard_trans_float.csv,13,True,auto,1,2,200,42,0.6779999999999999,0.20614999999999997,2.75e-05,0.9974707388232013,0.8824750000000001
/work/data/creditcard_trans_float.csv,13,True,auto,1,2,400,42,0.6790625,0.20643749999999994,2.6875e-05,0.9974707388232013,0.8824750000000001
/work/data/creditcard_trans_float.csv,13,True,auto,1,2,800,42,0.6800562500000001,0.20636250000000003,2.63125e-05,0.9974707388232013,0.8824750000000001
/work/data/creditcard_trans_float.csv,13,True,auto,1,8,200,42,0.666825630515318,0.2093401302312883,2.8302570346320344e-05,0.9974141937650657,0.879975
/work/data/creditcard_trans_float.csv,13,True,auto,1,8,400,42,0.6701633089571785,0.2074585916167166,2.8663640526140526e-05,0.9974707388232013,0.8824750000000001
/work/data/creditcard_trans_float.csv,13,True,auto,1,8,800,42,0.6706106813988708,0.20680440518427648,2.713510632545558e-05,0.9974707388232013,0.8824750000000001
/work/data/creditcard_trans_float.csv,13,True,auto,4,2,200,42,0.6527097513862771,0.21083952671103406,0.0,0.9974631702083511,0.88
/work/data/creditcard_trans_float.csv,13,True,auto,4,2,400,42,0.6506341833391283,0.2134106757825508,2.6696718457196388e-05,0.9973574689670325,0.8774749999999999
/work/data/creditcard_trans_float.csv,13,True,auto,4,2,800,42,0.6560706160853036,0.20781379869211677,2.596885990847389e-05,0.9974707388232013,0.8824750000000001
/work/data/creditcard_trans_float.csv,13,True,auto,4,8,200,42,0.6527097513862771,0.21083952671103406,0.0,0.9974631702083511,0.88
/work/data/creditcard_trans_float.csv,13,True,auto,4,8,400,42,0.6506341833391283,0.2134106757825508,2.6696718457196388e-05,0.9973574689670325,0.8774749999999999
/work/data/creditcard_trans_float.csv,13,True,auto,4,8,800,42,0.6560706160853036,0.20781379869211677,2.596885990847389e-05,0.9974707388232013,0.8824750000000001
/work/data/creditcard_trans_float.csv,13,True,sqrt,1,2,200,42,0.6779999999999999,0.20614999999999997,2.75e-05,0.9974707388232013,0.8824750000000001
/work/data/creditcard_trans_float.csv,13,True,sqrt,1,2,400,42,0.6790625,0.20643749999999994,2.6875e-05,0.9974707388232013,0.8824750000000001
/work/data/creditcard_trans_float.csv,13,True,sqrt,1,2,800,42,0.6800562500000001,0.20636250000000003,2.63125e-05,0.9974707388232013,0.8824750000000001
/work/data/creditcard_trans_float.csv,13,True,sqrt,1,8,200,42,0.666825630515318,0.2093401302312883,2.8302570346320344e-05,0.9974141937650657,0.879975
/work/data/creditcard_trans_float.csv,13,True,sqrt,1,8,400,42,0.6701633089571785,0.2074585916167166,2.8663640526140526e-05,0.9974707388232013,0.8824750000000001
/work/data/creditcard_trans_float.csv,13,True,sqrt,1,8,800,42,0.6706106813988708,0.2068044051842765,2.713510632545558e-05,0.9974707388232013,0.8824750000000001
/work/data/creditcard_trans_float.csv,13,True,sqrt,4,2,200,42,0.6527097513862771,0.21083952671103406,0.0,0.9974631702083511,0.88
/work/data/creditcard_trans_float.csv,13,True,sqrt,4,2,400,42,0.6506341833391284,0.2134106757825508,2.6696718457196388e-05,0.9973574689670325,0.8774749999999999
/work/data/creditcard_trans_float.csv,13,True,sqrt,4,2,800,42,0.6560706160853036,0.20781379869211677,2.596885990847388e-05,0.9974707388232013,0.8824750000000001
/work/data/creditcard_trans_float.csv,13,True,sqrt,4,8,200,42,0.6527097513862771,0.21083952671103406,0.0,0.9974631702083511,0.88
/work/data/creditcard_trans_float.csv,13,True,sqrt,4,8,400,42,0.6506341833391284,0.2134106757825508,2.6696718457196388e-05,0.9973574689670325,0.8774749999999999
/work/data/creditcard_trans_float.csv,13,True,sqrt,4,8,800,42,0.6560706160853036,0.20781379869211677,2.596885990847389e-05,0.9974707388232013,0.8824750000000001
/work/data/creditcard_trans_float.csv,17,True,auto,1,2,200,42,0.6977500000000001,0.19874999999999995,0.00010975,0.9974856203519632,0.887425
/work/data/creditcard_trans_float.csv,17,True,auto,1,2,400,42,0.6990375,0.1973125,0.00010987499999999999,0.9975415949913095,0.889925
/work/data/creditcard_trans_float.csv,17,True,auto,1,2,800,42,0.6978562500000001,0.19758124999999999,0.00011075,0.9975415949913095,0.889925
/work/data/creditcard_trans_float.csv,17,True,auto,1,8,200,42,0.6909041306956932,0.19719725576506825,0.00013610152035464538,0.9974929361067976,0.8899
/work/data/creditcard_trans_float.csv,17,True,auto,1,8,400,42,0.6921210756839158,0.19717327965437345,0.00011058585716775053,0.9975415949913095,0.889925
/work/data/creditcard_trans_float.csv,17,True,auto,1,8,800,42,0.6879219974944377,0.19990435252247754,0.00010862183596122014,0.9974856203519632,0.887425
/work/data/creditcard_trans_float.csv,17,True,auto,4,2,200,42,0.6765276195716907,0.20125228648802182,0.0001400485688180928,0.9974369820122164,0.8874
/work/data/creditcard_trans_float.csv,17,True,auto,4,2,400,42,0.677807362454582,0.20061351934013694,0.00013915360176244466,0.9974369820122164,0.8874
/work/data/creditcard_trans_float.csv,17,True,auto,4,2,800,42,0.6774684765055422,0.20104936406883556,0.00013786921783926428,0.9974369820122164,0.8874
/work/data/creditcard_trans_float.csv,17,True,auto,4,8,200,42,0.6765276195716907,0.20125228648802182,0.0001400485688180928,0.9974369820122164,0.8874
/work/data/creditcard_trans_float.csv,17,True,auto,4,8,400,42,0.677807362454582,0.20061351934013694,0.00013915360176244466,0.9974369820122164,0.8874
/work/data/creditcard_trans_float.csv,17,True,auto,4,8,800,42,0.6774684765055422,0.20104936406883556,0.00013786921783926428,0.9974369820122164,0.8874
/work/data/creditcard_trans_float.csv,17,True,sqrt,1,2,200,42,0.6977500000000001,0.19874999999999995,0.00010975,0.9974856203519632,0.887425
/work/data/creditcard_trans_float.csv,17,True,sqrt,1,2,400,42,0.6990375,0.1973125,0.00010987499999999999,0.9975415949913095,0.889925
/work/data/creditcard_trans_float.csv,17,True,sqrt,1,2,800,42,0.6978562500000001,0.19758124999999999,0.00011075,0.9975415949913095,0.889925
/work/data/creditcard_trans_float.csv,17,True,sqrt,1,8,200,42,0.6909041306956932,0.19719725576506825,0.00013610152035464538,0.9974929361067976,0.8899
/work/data/creditcard_trans_float.csv,17,True,sqrt,1,8,400,42,0.6921210756839158,0.19717327965437345,0.00011058585716775053,0.9975415949913095,0.889925
/work/data/creditcard_trans_float.csv,17,True,sqrt,1,8,800,42,0.6879219974944377,0.19990435252247754,0.00010862183596122013,0.9974856203519632,0.887425
/work/data/creditcard_trans_float.csv,17,True,sqrt,4,2,200,42,0.6765276195716907,0.2012522864880218,0.0001400485688180928,0.9974369820122164,0.8874
/work/data/creditcard_trans_float.csv,17,True,sqrt,4,2,400,42,0.677807362454582,0.20061351934013694,0.00013915360176244466,0.9974369820122164,0.8874
/work/data/creditcard_trans_float.csv,17,True,sqrt,4,2,800,42,0.6774684765055422,0.20104936406883556,0.00013786921783926428,0.9974369820122164,0.8874
/work/data/creditcard_trans_float.csv,17,True,sqrt,4,8,200,42,0.6765276195716907,0.2012522864880218,0.0001400485688180928,0.9974369820122164,0.8874
/work/data/creditcard_trans_float.csv,17,True,sqrt,4,8,400,42,0.677807362454582,0.20061351934013694,0.00013915360176244466,0.9974369820122164,0.8874
/work/data/creditcard_trans_float.csv,17,True,sqrt,4,8,800,42,0.6774684765055422,0.20104936406883556,0.00013786921783926428,0.9974369820122164,0.8874
/work/data/creditcard_trans_float.csv,47,True,auto,1,2,200,42,0.651375,0.22147499999999998,0.00011100000000000001,0.997203107541806,0.874925
/work/data/creditcard_trans_float.csv,47,True,auto,1,2,400,42,0.6509,0.2242125,0.00010925,0.997146066484395,0.8724250000000001
/work/data/creditcard_trans_float.csv,47,True,auto,1,2,800,42,0.6558124999999998,0.21831250000000005,0.00011,0.997259967058468,0.877425
/work/data/creditcard_trans_float.csv,47,True,auto,1,8,200,42,0.6448762654012654,0.22141753923160173,0.000137575154012654,0.9972114170331211,0.8774
/work/data/creditcard_trans_float.csv,47,True,auto,1,8,400,42,0.6426225373931623,0.22350070100038852,0.00016749690587190583,0.9971061874872013,0.8748750000000001
/work/data/creditcard_trans_float.csv,47,True,auto,1,8,800,42,0.643942676539147,0.22270185894783318,0.00016433944897014746,0.9971061874872013,0.8748750000000001
/work/data/creditcard_trans_float.csv,47,True,auto,4,2,200,42,0.6295861572781792,0.22612475959906106,0.00016140065073815078,0.9971061874872013,0.8748750000000001
/work/data/creditcard_trans_float.csv,47,True,auto,4,2,400,42,0.6297203219513331,0.225425832770171,0.0001638592091527754,0.9971061874872013,0.8748750000000001
/work/data/creditcard_trans_float.csv,47,True,auto,4,2,800,42,0.6297214883224254,0.2247115012020251,0.0001630663744190858,0.9971061874872013,0.8748750000000001
/work/data/creditcard_trans_float.csv,47,True,auto,4,8,200,42,0.6295861572781792,0.22612475959906106,0.00016140065073815075,0.9971061874872013,0.8748750000000001
/work/data/creditcard_trans_float.csv,47,True,auto,4,8,400,42,0.6297203219513331,0.225425832770171,0.00016385920915277537,0.9971061874872013,0.8748750000000001
/work/data/creditcard_trans_float.csv,47,True,auto,4,8,800,42,0.6297214883224254,0.2247115012020251,0.0001630663744190858,0.9971061874872013,0.8748750000000001
/work/data/creditcard_trans_float.csv,47,True,sqrt,1,2,200,42,0.651375,0.22147499999999998,0.00011100000000000001,0.997203107541806,0.874925
/work/data/creditcard_trans_float.csv,47,True,sqrt,1,2,400,42,0.6509,0.2242125,0.00010925,0.997146066484395,0.8724250000000001
/work/data/creditcard_trans_float.csv,47,True,sqrt,1,2,800,42,0.6558124999999998,0.21831250000000005,0.00011,0.997259967058468,0.877425
/work/data/creditcard_trans_float.csv,47,True,sqrt,1,8,200,42,0.6448762654012654,0.22141753923160173,0.000137575154012654,0.9972114170331211,0.8774
/work/data/creditcard_trans_float.csv,47,True,sqrt,1,8,400,42,0.6426225373931623,0.22350070100038852,0.00016749690587190583,0.9971061874872013,0.8748750000000001
/work/data/creditcard_trans_float.csv,47,True,sqrt,1,8,800,42,0.643942676539147,0.22270185894783318,0.00016433944897014746,0.9971061874872013,0.8748750000000001
/work/data/creditcard_trans_float.csv,47,True,sqrt,4,2,200,42,0.6295861572781792,0.22612475959906106,0.00016140065073815078,0.9971061874872013,0.8748750000000001
/work/data/creditcard_trans_float.csv,47,True,sqrt,4,2,400,42,0.6297203219513331,0.225425832770171,0.00016385920915277537,0.9971061874872013,0.8748750000000001
/work/data/creditcard_trans_float.csv,47,True,sqrt,4,2,800,42,0.6297214883224252,0.2247115012020251,0.0001630663744190858,0.9971061874872013,0.8748750000000001
/work/data/creditcard_trans_float.csv,47,True,sqrt,4,8,200,42,0.6295861572781792,0.22612475959906106,0.00016140065073815078,0.9971061874872013,0.8748750000000001
/work/data/creditcard_trans_float.csv,47,True,sqrt,4,8,400,42,0.6297203219513331,0.225425832770171,0.0001638592091527754,0.9971061874872013,0.8748750000000001
/work/data/creditcard_trans_float.csv,47,True,sqrt,4,8,800,42,0.6297214883224252,0.2247115012020251,0.0001630663744190858,0.9971061874872013,0.8748750000000001
/work/data/creditcard_trans_float.csv,53,True,auto,1,2,200,42,0.6674249999999999,0.20805000000000004,2.55e-05,0.9975271056708811,0.8849750000000001
/work/data/creditcard_trans_float.csv,53,True,auto,1,2,400,42,0.6660749999999999,0.20791250000000003,0.0,0.9975761247055677,0.885
/work/data/creditcard_trans_float.csv,53,True,auto,1,2,800,42,0.670625,0.20275625000000003,0.0,0.9976883699151313,0.89
/work/data/creditcard_trans_float.csv,53,True,auto,1,8,200,42,0.6597516137375695,0.20535116073877102,2.6059296259296255e-05,0.9975832958203646,0.887475
/work/data/creditcard_trans_float.csv,53,True,auto,1,8,400,42,0.6585567323893425,0.20805076559061855,0.0,0.9975761247055677,0.885
/work/data/creditcard_trans_float.csv,53,True,auto,1,8,800,42,0.6552979000192006,0.21079286155174481,2.5369193827006332e-05,0.9974707388232013,0.8824750000000001
/work/data/creditcard_trans_float.csv,53,True,auto,4,2,200,42,0.6392285264735265,0.21395956833199478,7.976802307169954e-05,0.9973166465790413,0.879925
/work/data/creditcard_trans_float.csv,53,True,auto,4,2,400,42,0.6409876360832795,0.21153599697483888,5.340561244311246e-05,0.9974218761249612,0.8824500000000001
/work/data/creditcard_trans_float.csv,53,True,auto,4,2,800,42,0.6447243305280298,0.20907038974607908,7.842490281879071e-05,0.9974294717240314,0.884925
/work/data/creditcard_trans_float.csv,53,True,auto,4,8,200,42,0.6392285264735265,0.21395956833199478,7.976802307169954e-05,0.9973166465790413,0.879925
/work/data/creditcard_trans_float.csv,53,True,auto,4,8,400,42,0.6409876360832795,0.21153599697483888,5.340561244311246e-05,0.9974218761249612,0.8824500000000001
/work/data/creditcard_trans_float.csv,53,True,auto,4,8,800,42,0.64472433052803,0.20907038974607908,7.842490281879071e-05,0.9974294717240314,0.884925
/work/data/creditcard_trans_float.csv,53,True,sqrt,1,2,200,42,0.6674249999999999,0.20805000000000004,2.55e-05,0.9975271056708811,0.8849750000000001
/work/data/creditcard_trans_float.csv,53,True,sqrt,1,2,400,42,0.6660749999999999,0.20791250000000003,0.0,0.9975761247055677,0.885
/work/data/creditcard_trans_float.csv,53,True,sqrt,1,2,800,42,0.670625,0.20275625000000003,0.0,0.9976883699151313,0.89
/work/data/creditcard_trans_float.csv,53,True,sqrt,1,8,200,42,0.6597516137375695,0.20535116073877102,2.6059296259296255e-05,0.9975832958203646,0.887475
/work/data/creditcard_trans_float.csv,53,True,sqrt,1,8,400,42,0.6585567323893425,0.20805076559061855,0.0,0.9975761247055677,0.885
/work/data/creditcard_trans_float.csv,53,True,sqrt,1,8,800,42,0.6552979000192006,0.21079286155174481,2.5369193827006332e-05,0.9974707388232013,0.8824750000000001
/work/data/creditcard_trans_float.csv,53,True,sqrt,4,2,200,42,0.6392285264735265,0.21395956833199478,7.976802307169954e-05,0.9973166465790413,0.879925
/work/data/creditcard_trans_float.csv,53,True,sqrt,4,2,400,42,0.6409876360832795,0.21153599697483888,5.340561244311246e-05,0.9974218761249612,0.8824500000000001
/work/data/creditcard_trans_float.csv,53,True,sqrt,4,2,800,42,0.64472433052803,0.20907038974607908,7.842490281879068e-05,0.9974294717240314,0.884925
/work/data/creditcard_trans_float.csv,53,True,sqrt,4,8,200,42,0.6392285264735265,0.21395956833199478,7.976802307169954e-05,0.9973166465790413,0.879925
/work/data/creditcard_trans_float.csv,53,True,sqrt,4,8,400,42,0.6409876360832795,0.21153599697483888,5.340561244311246e-05,0.9974218761249612,0.8824500000000001
/work/data/creditcard_trans_float.csv,53,True,sqrt,4,8,800,42,0.64472433052803,0.20907038974607908,7.842490281879071e-05,0.9974294717240314,0.884925
/work/data/creditcard.csv,13,True,auto,1,2,200,42,0.6780750000000001,0.20624999999999996,2.75e-05,0.9974707388232013,0.8824750000000001
/work/data/creditcard.csv,13,True,auto,1,2,400,42,0.6789875000000001,0.2065,2.6875e-05,0.9974707388232013,0.8824750000000001
/work/data/creditcard.csv,13,True,auto,1,2,800,42,0.6799000000000001,0.20641875,2.6187500000000003e-05,0.9974707388232013,0.8824750000000001
/work/data/creditcard.csv,13,True,auto,1,8,200,42,0.666979260565823,0.2094032552312883,2.8302570346320344e-05,0.9974141937650657,0.879975
/work/data/creditcard.csv,13,True,auto,1,8,400,42,0.6701999751729072,0.20752640411671663,2.8663640526140526e-05,0.9974707388232013,0.8824750000000001
/work/data/creditcard.csv,13,True,auto,1,8,800,42,0.6706910757441088,0.2068593531009431,2.7051772992122248e-05,0.9974707388232013,0.8824750000000001
/work/data/creditcard.csv,13,True,auto,4,2,200,42,0.6526628763862772,0.21082738385389121,0.0,0.9974631702083511,0.88
/work/data/creditcard.csv,13,True,auto,4,2,400,42,0.6505943596211796,0.2134451995920746,2.6696718457196388e-05,0.9973574689670325,0.8774749999999999
/work/data/creditcard.csv,13,True,auto,4,2,800,42,0.6560546198246198,0.20783850377869684,2.596885990847389e-05,0.9974707388232013,0.8824750000000001
/work/data/creditcard.csv,13,True,auto,4,8,200,42,0.6526628763862772,0.21082738385389121,0.0,0.9974631702083511,0.88
/work/data/creditcard.csv,13,True,auto,4,8,400,42,0.6505943596211794,0.2134451995920746,2.6696718457196388e-05,0.9973574689670325,0.8774749999999999
/work/data/creditcard.csv,13,True,auto,4,8,800,42,0.6560546198246198,0.20783850377869684,2.596885990847389e-05,0.9974707388232013,0.8824750000000001
/work/data/creditcard.csv,13,True,sqrt,1,2,200,42,0.6780750000000001,0.20624999999999996,2.75e-05,0.9974707388232013,0.8824750000000001
/work/data/creditcard.csv,13,True,sqrt,1,2,400,42,0.6789875000000001,0.2065,2.6875e-05,0.9974707388232013,0.8824750000000001
/work/data/creditcard.csv,13,True,sqrt,1,2,800,42,0.6799000000000001,0.20641875,2.6187500000000003e-05,0.9974707388232013,0.8824750000000001
/work/data/creditcard.csv,13,True,sqrt,1,8,200,42,0.666979260565823,0.2094032552312883,2.8302570346320344e-05,0.9974141937650657,0.879975
/work/data/creditcard.csv,13,True,sqrt,1,8,400,42,0.6701999751729072,0.20752640411671663,2.8663640526140526e-05,0.9974707388232013,0.8824750000000001
/work/data/creditcard.csv,13,True,sqrt,1,8,800,42,0.6706910757441088,0.2068593531009431,2.7051772992122248e-05,0.9974707388232013,0.8824750000000001
/work/data/creditcard.csv,13,True,sqrt,4,2,200,42,0.6526628763862772,0.21082738385389121,0.0,0.9974631702083511,0.88
/work/data/creditcard.csv,13,True,sqrt,4,2,400,42,0.6505943596211794,0.2134451995920746,2.6696718457196388e-05,0.9973574689670325,0.8774749999999999
/work/data/creditcard.csv,13,True,sqrt,4,2,800,42,0.6560546198246198,0.20783850377869684,2.596885990847389e-05,0.9974707388232013,0.8824750000000001
/work/data/creditcard.csv,13,True,sqrt,4,8,200,42,0.6526628763862772,0.21082738385389121,0.0,0.9974631702083511,0.88
/work/data/creditcard.csv,13,True,sqrt,4,8,400,42,0.6505943596211794,0.2134451995920746,2.6696718457196388e-05,0.9973574689670325,0.8774749999999999
/work/data/creditcard.csv,13,True,sqrt,4,8,800,42,0.6560546198246198,0.20783850377869684,2.5968859908473884e-05,0.9974707388232013,0.8824750000000001
/work/data/creditcard.csv,17,True,auto,1,2,200,42,0.6976749999999999,0.19887499999999997,0.00010899999999999998,0.9974856203519632,0.887425
/work/data/creditcard.csv,17,True,auto,1,2,400,42,0.6989000000000002,0.1974,0.00010949999999999999,0.9975415949913095,0.889925
/work/data/creditcard.csv,17,True,auto,1,2,800,42,0.6978437500000001,0.19764999999999996,0.0001105,0.9975415949913095,0.889925
/work/data/creditcard.csv,17,True,auto,1,8,200,42,0.6909533027042403,0.19724725576506824,0.00013610152035464538,0.9974929361067976,0.8899
/work/data/creditcard.csv,17,True,auto,1,8,400,42,0.6920668521643798,0.19721077965437345,0.00011058585716775053,0.9975415949913095,0.889925
/work/data/creditcard.csv,17,True,auto,1,8,800,42,0.6878927751195902,0.19996701350732596,0.00010843433596122015,0.9974856203519632,0.887425
/work/data/creditcard.csv,17,True,auto,4,2,200,42,0.6764794052859764,0.2012418698213551,0.0001400485688180928,0.9974369820122164,0.8874
/work/data/creditcard.csv,17,True,auto,4,2,400,42,0.6777262563037882,0.20060622767347028,0.00013915360176244466,0.9974369820122164,0.8874
/work/data/creditcard.csv,17,True,auto,4,2,800,42,0.6773860881126851,0.20105300990216893,0.00013775314641069282,0.9974369820122164,0.8874
/work/data/creditcard.csv,17,True,auto,4,8,200,42,0.6764794052859764,0.2012418698213551,0.0001400485688180928,0.9974369820122164,0.8874
/work/data/creditcard.csv,17,True,auto,4,8,400,42,0.6777262563037882,0.20060622767347028,0.00013915360176244466,0.9974369820122164,0.8874
/work/data/creditcard.csv,17,True,auto,4,8,800,42,0.6773860881126851,0.20105300990216893,0.00013775314641069285,0.9974369820122164,0.8874
/work/data/creditcard.csv,17,True,sqrt,1,2,200,42,0.6976749999999999,0.19887499999999997,0.00010899999999999998,0.9974856203519632,0.887425
/work/data/creditcard.csv,17,True,sqrt,1,2,400,42,0.6989000000000002,0.1974,0.00010949999999999999,0.9975415949913095,0.889925
/work/data/creditcard.csv,17,True,sqrt,1,2,800,42,0.6978437500000001,0.19764999999999996,0.0001105,0.9975415949913095,0.889925
/work/data/creditcard.csv,17,True,sqrt,1,8,200,42,0.6909533027042403,0.19724725576506824,0.00013610152035464538,0.9974929361067976,0.8899
/work/data/creditcard.csv,17,True,sqrt,1,8,400,42,0.6920668521643798,0.19721077965437345,0.00011058585716775053,0.9975415949913095,0.889925
/work/data/creditcard.csv,17,True,sqrt,1,8,800,42,0.6878927751195902,0.19996701350732596,0.00010843433596122015,0.9974856203519632,0.887425
/work/data/creditcard.csv,17,True,sqrt,4,2,200,42,0.6764794052859764,0.2012418698213551,0.0001400485688180928,0.9974369820122164,0.8874
/work/data/creditcard.csv,17,True,sqrt,4,2,400,42,0.6777262563037882,0.20060622767347028,0.00013915360176244466,0.9974369820122164,0.8874
/work/data/creditcard.csv,17,True,sqrt,4,2,800,42,0.6773860881126851,0.20105300990216893,0.00013775314641069285,0.9974369820122164,0.8874
/work/data/creditcard.csv,17,True,sqrt,4,8,200,42,0.6764794052859764,0.2012418698213551,0.0001400485688180928,0.9974369820122164,0.8874
